web-scraper-order,web-scraper-start-url,Product Link,Product Link-href,Product Title,SKU,description,cost,variable color,variable_value,details,warranty,warnings,image-src,short desc
1624745072-131,https://dollamur.com/wrestling-store.html,FLEXI-Connect® Home Wrestling Mat - No Marks 10x10,https://dollamur.com/flexi-connectr-home-wrestling-mat-no-marks-10x10.html,FLEXI-Connect® Home Wrestling Mat - No Marks 10x10,114Sccc10X10FC,null,$109.99 ,,White,"Dimensions: 10' x 10' with 1 - 1/4"" thicknessDollamur mats are lead, BPA, and phthalate free.  A great mat for drills and home practice.  Lightweight, easy handling FLEXI-Connect® mat - Now you can have your very own fitness training mat at home for training and practice usage. The Dollamur FLEXI-Connect 10' x 10' x 1.25""(3m x3m x3cm) has the same great performance, high quality sports foam, and durable vinyl surface as the mats you compete on.  The FLEXI-Roll feature makes use and storage easy and the FLEXI-Connect feature eliminates the need for tape or tools! Just unroll anywhere and you have your own training area. Roll the mat up and each section is less than 17"" (43cm) in diameter, only 60"" (1.52m) tall and weigh 20 lbs (9kg) each. (2 rolls) This product comes with Free Shipping to all Continental 48 states and a one - year warranty.","Dollamur Limited Warranty - Revised 12/2017 Dollamur Sport Surfaces (“Dollamur”) offers a limited warranty on all of its products (“Dollamur Warranty”). The Dollamur Warranty period for each type of product is as follows: Dollamur Product Type Custom Vinyl Sports Mats - 5-Year Limited Warranty 100% repair or replacement in years 1, 2, 3  50% repair or replacement in year 4 25% repair or replacement in year 5 Swain Martial Arts Mats - 10-Year Limited Warranty 100% replacement in years 1, 2, 3  50% replacement in year 4 40% replacement in year 5 30% replacement in year 6 20% replacement in year 7 10% replacement in years 8, 9, 10 GymTurf Indoor Sports Turf - 3-Year Limited Warranty 100% repair or replacement in year 1 66.7% repair or replacement in year 2 33.3% repair or replacement in year 3 Carpet-bonded Sports Mats - 3-Year Limited Warranty; 100% repair or replacement Home Sports Mats - 1-Year Limited Warranty; 100% repair or replacement All Other Products - 1-Year Limited Warranty; 100% repair or replacement Dollamur warrants that its products will be free from defects in materials or workmanship with proper installation and normal use and care for the warranty period stated above. Dollamur has the option to repair or replace a mat during the warranty period. Dollamur reserves the right to determine if a defect is caused by workmanship, material, or some other reason. The determination of repair or replace will be the sole responsibility of Dollamur. The Dollamur Warranty is only valid if: The mat was received and installed in full accordance with the Care & Handling Manual provided with the mat delivery and available online at www.dollamur.com; The mat has been subjected to normal use for which the mat was intended, and the mat has been cared-for on a regular basis per the Care & Handling Manual instructions;  The mat has not been subjected to vandalism, misuse, neglect, accident, extended improper storage, nor has the mat been altered in any way. The Dollamur Warranty is subject to normal wear and tear of the mat with normal use. The Warranty does not cover any cosmetic changes to the mat, such as scuff marks, denting or compression from handling or storage, and any fading or marring of the mat. Return and replacement freight of any valid warranty claim is covered as follows: Dollamur will pay 100% of the return and/or replacement freight if the valid warranty claim is made during the first year after the mat was purchased; Dollamur will pay 50% of the return and/or replacement freight if the valid warranty claim is made during the second or third years after the mat was purchased; The customer is responsible for paying all return and/or replacement freight after the third year following the date the mat was purchased. Dollamur reserves the exclusive right to consider all warranty claims submitted by its customers and to make warranty claim decisions on a case-by-case basis in the sole discretion of the company.","Warning We urge you to carefully read and consider the product safety warning section that follows. It is included to increase your awareness of the precautions that must be enforced in your home, gym or sports facility to reduce the possibility of injury. Any activity involving motion, height, speed, rotation, and/or physical contact creates the possibility of serious injury, including paralysis and even death from landing or falling on the neck, head, back or other parts of the body. This mat DOES NOT eliminate this hazard. Users assume a risk of serious injury in using this product. Users should strictly adhere to the following guidelines at all times: Use this mat ONLY with proper training and under the supervision of a qualified instructor. Use of this mat without proper supervision, proper training, proper spotting equipment and/or trained spotters can be DANGEROUS and SHOULD NOT be undertaken or permitted. Always allow enough space to properly and safely perform the chosen maneuvers. Perform all maneuvers so as to avoid contact with instructors, bystanders, or other users, and to avoid going outside the perimeter of this mat. Inspect the mat prior to and after any use. Inspect the mat for damage, defects or wears, including tears and flattening of the energy absorbing materials. Additionally mat protection may vary according to room temperature and age. Damaged products should be repaired or replaced immediately. If in doubt, do not use this product. Mats can move during use. Before each use always check the mat for proper positioning and ensure mat is safely secured together. Read the owner manual before initial use. Know your own limitations and the limitations of this product. Follow progressive learning techniques and always consult an instructor. Frequently clean mats using Dollamur mat cleaning products or other disinfectants to prevent skin infections. DO NOT USE BLEACH.",https://dollamur.com/media/catalog/product/cache/20d77f4203a9d396b5dc076579dc6aac/1/1/114slgra10x10fc_2.jpg,"Need some space? Work on your endurance and drills at home with the Dollamur FLEXI-Connect 10' x 10' home wrestling mat.  Made with the same high-performance and quality foam and vinyl as the mats you compete on. Dollamur's patented FLEXI-Connect system eliminates the need for mat tape and keeps the time required for set up and break down to a minimum, leaving ample time for grappling. Note: Dollamur mats are manufactured for indoor use only. White and other light-colored mats may show dirt easily if not cleaned regularly. To maintain the appearance of your mat, clean all shoes, hands and feet before use and clean the mat regularly after use. 10’ x 10’ mat consists of two sections measuring 5’ wide x 10’ long with built-in hook and loop connection. This product comes with Free Shipping to all Continental 48 states and a 1 - year warranty."
1624745072-130,https://dollamur.com/wrestling-store.html,FLEXI-Connect® Home Wrestling Mat - No Marks 10x10,https://dollamur.com/flexi-connectr-home-wrestling-mat-no-marks-10x10.html,FLEXI-Connect® Home Wrestling Mat - No Marks 10x10,114Sccc10X10FC,null,$109.99 ,,Royal Blue,"Dimensions: 10' x 10' with 1 - 1/4"" thicknessDollamur mats are lead, BPA, and phthalate free.  A great mat for drills and home practice.  Lightweight, easy handling FLEXI-Connect® mat - Now you can have your very own fitness training mat at home for training and practice usage. The Dollamur FLEXI-Connect 10' x 10' x 1.25""(3m x3m x3cm) has the same great performance, high quality sports foam, and durable vinyl surface as the mats you compete on.  The FLEXI-Roll feature makes use and storage easy and the FLEXI-Connect feature eliminates the need for tape or tools! Just unroll anywhere and you have your own training area. Roll the mat up and each section is less than 17"" (43cm) in diameter, only 60"" (1.52m) tall and weigh 20 lbs (9kg) each. (2 rolls) This product comes with Free Shipping to all Continental 48 states and a one - year warranty.","Dollamur Limited Warranty - Revised 12/2017 Dollamur Sport Surfaces (“Dollamur”) offers a limited warranty on all of its products (“Dollamur Warranty”). The Dollamur Warranty period for each type of product is as follows: Dollamur Product Type Custom Vinyl Sports Mats - 5-Year Limited Warranty 100% repair or replacement in years 1, 2, 3  50% repair or replacement in year 4 25% repair or replacement in year 5 Swain Martial Arts Mats - 10-Year Limited Warranty 100% replacement in years 1, 2, 3  50% replacement in year 4 40% replacement in year 5 30% replacement in year 6 20% replacement in year 7 10% replacement in years 8, 9, 10 GymTurf Indoor Sports Turf - 3-Year Limited Warranty 100% repair or replacement in year 1 66.7% repair or replacement in year 2 33.3% repair or replacement in year 3 Carpet-bonded Sports Mats - 3-Year Limited Warranty; 100% repair or replacement Home Sports Mats - 1-Year Limited Warranty; 100% repair or replacement All Other Products - 1-Year Limited Warranty; 100% repair or replacement Dollamur warrants that its products will be free from defects in materials or workmanship with proper installation and normal use and care for the warranty period stated above. Dollamur has the option to repair or replace a mat during the warranty period. Dollamur reserves the right to determine if a defect is caused by workmanship, material, or some other reason. The determination of repair or replace will be the sole responsibility of Dollamur. The Dollamur Warranty is only valid if: The mat was received and installed in full accordance with the Care & Handling Manual provided with the mat delivery and available online at www.dollamur.com; The mat has been subjected to normal use for which the mat was intended, and the mat has been cared-for on a regular basis per the Care & Handling Manual instructions;  The mat has not been subjected to vandalism, misuse, neglect, accident, extended improper storage, nor has the mat been altered in any way. The Dollamur Warranty is subject to normal wear and tear of the mat with normal use. The Warranty does not cover any cosmetic changes to the mat, such as scuff marks, denting or compression from handling or storage, and any fading or marring of the mat. Return and replacement freight of any valid warranty claim is covered as follows: Dollamur will pay 100% of the return and/or replacement freight if the valid warranty claim is made during the first year after the mat was purchased; Dollamur will pay 50% of the return and/or replacement freight if the valid warranty claim is made during the second or third years after the mat was purchased; The customer is responsible for paying all return and/or replacement freight after the third year following the date the mat was purchased. Dollamur reserves the exclusive right to consider all warranty claims submitted by its customers and to make warranty claim decisions on a case-by-case basis in the sole discretion of the company.","Warning We urge you to carefully read and consider the product safety warning section that follows. It is included to increase your awareness of the precautions that must be enforced in your home, gym or sports facility to reduce the possibility of injury. Any activity involving motion, height, speed, rotation, and/or physical contact creates the possibility of serious injury, including paralysis and even death from landing or falling on the neck, head, back or other parts of the body. This mat DOES NOT eliminate this hazard. Users assume a risk of serious injury in using this product. Users should strictly adhere to the following guidelines at all times: Use this mat ONLY with proper training and under the supervision of a qualified instructor. Use of this mat without proper supervision, proper training, proper spotting equipment and/or trained spotters can be DANGEROUS and SHOULD NOT be undertaken or permitted. Always allow enough space to properly and safely perform the chosen maneuvers. Perform all maneuvers so as to avoid contact with instructors, bystanders, or other users, and to avoid going outside the perimeter of this mat. Inspect the mat prior to and after any use. Inspect the mat for damage, defects or wears, including tears and flattening of the energy absorbing materials. Additionally mat protection may vary according to room temperature and age. Damaged products should be repaired or replaced immediately. If in doubt, do not use this product. Mats can move during use. Before each use always check the mat for proper positioning and ensure mat is safely secured together. Read the owner manual before initial use. Know your own limitations and the limitations of this product. Follow progressive learning techniques and always consult an instructor. Frequently clean mats using Dollamur mat cleaning products or other disinfectants to prevent skin infections. DO NOT USE BLEACH.",https://dollamur.com/media/catalog/product/cache/20d77f4203a9d396b5dc076579dc6aac/1/1/114slgra10x10fc_2.jpg,"Need some space? Work on your endurance and drills at home with the Dollamur FLEXI-Connect 10' x 10' home wrestling mat.  Made with the same high-performance and quality foam and vinyl as the mats you compete on. Dollamur's patented FLEXI-Connect system eliminates the need for mat tape and keeps the time required for set up and break down to a minimum, leaving ample time for grappling. Note: Dollamur mats are manufactured for indoor use only. White and other light-colored mats may show dirt easily if not cleaned regularly. To maintain the appearance of your mat, clean all shoes, hands and feet before use and clean the mat regularly after use. 10’ x 10’ mat consists of two sections measuring 5’ wide x 10’ long with built-in hook and loop connection. This product comes with Free Shipping to all Continental 48 states and a 1 - year warranty."
1624745077-141,https://dollamur.com/wrestling-store.html,FLEXI-Roll® Home Wrestling Mat w/Circle 10x10 - More Colors,https://dollamur.com/flexi-rollr-home-wrestling-mat-w-circle-10x10.html,FLEXI-Roll® Home Wrestling Mat w/Circle 10x10 - More Colors,114Sccc10x10C,null,$499.99 ,,Royal Blue,"Dimensions: 5' x 10' x 1.25""(1.52m x 3m x 3.18 cm) - 2 Mats  FLEXI-Roll® mat for training and practice usage ANYWHERE. The Dollamur 10' x 10' x 1.25"" FLEXI-Roll® Mat has the same great performance, high quality sports foam, and durable smooth Anti-microbial vinyl surface as the mats you compete on. Practice at home or on-the-go with a lightweight, easy handling FLEXI-Roll® mat.  NOTE: Product consists of 2 - 5' x 10' mats side-by-side and includes one roll of Clear 3"" Mat Tape.  One-year warranty included with purchase.","Dollamur Limited Warranty - Revised 12/2017 Dollamur Sport Surfaces (“Dollamur”) offers a limited warranty on all of its products (“Dollamur Warranty”). The Dollamur Warranty period for each type of product is as follows: Dollamur Product Type Custom Vinyl Sports Mats - 5-Year Limited Warranty 100% repair or replacement in years 1, 2, 3  50% repair or replacement in year 4 25% repair or replacement in year 5 Swain Martial Arts Mats - 10-Year Limited Warranty 100% replacement in years 1, 2, 3  50% replacement in year 4 40% replacement in year 5 30% replacement in year 6 20% replacement in year 7 10% replacement in years 8, 9, 10 GymTurf Indoor Sports Turf - 3-Year Limited Warranty 100% repair or replacement in year 1 66.7% repair or replacement in year 2 33.3% repair or replacement in year 3 Carpet-bonded Sports Mats - 3-Year Limited Warranty; 100% repair or replacement Home Sports Mats - 1-Year Limited Warranty; 100% repair or replacement All Other Products - 1-Year Limited Warranty; 100% repair or replacement Dollamur warrants that its products will be free from defects in materials or workmanship with proper installation and normal use and care for the warranty period stated above. Dollamur has the option to repair or replace a mat during the warranty period. Dollamur reserves the right to determine if a defect is caused by workmanship, material, or some other reason. The determination of repair or replace will be the sole responsibility of Dollamur. The Dollamur Warranty is only valid if: The mat was received and installed in full accordance with the Care & Handling Manual provided with the mat delivery and available online at www.dollamur.com; The mat has been subjected to normal use for which the mat was intended, and the mat has been cared-for on a regular basis per the Care & Handling Manual instructions;  The mat has not been subjected to vandalism, misuse, neglect, accident, extended improper storage, nor has the mat been altered in any way. The Dollamur Warranty is subject to normal wear and tear of the mat with normal use. The Warranty does not cover any cosmetic changes to the mat, such as scuff marks, denting or compression from handling or storage, and any fading or marring of the mat. Return and replacement freight of any valid warranty claim is covered as follows: Dollamur will pay 100% of the return and/or replacement freight if the valid warranty claim is made during the first year after the mat was purchased; Dollamur will pay 50% of the return and/or replacement freight if the valid warranty claim is made during the second or third years after the mat was purchased; The customer is responsible for paying all return and/or replacement freight after the third year following the date the mat was purchased. Dollamur reserves the exclusive right to consider all warranty claims submitted by its customers and to make warranty claim decisions on a case-by-case basis in the sole discretion of the company.","Warning We urge you to carefully read and consider the product safety warning section that follows. It is included to increase your awareness of the precautions that must be enforced in your home, gym or sports facility to reduce the possibility of injury. Any activity involving motion, height, speed, rotation, and/or physical contact creates the possibility of serious injury, including paralysis and even death from landing or falling on the neck, head, back or other parts of the body. This mat DOES NOT eliminate this hazard. Users assume a risk of serious injury in using this product. Users should strictly adhere to the following guidelines at all times: Use this mat ONLY with proper training and under the supervision of a qualified instructor. Use of this mat without proper supervision, proper training, proper spotting equipment and/or trained spotters can be DANGEROUS and SHOULD NOT be undertaken or permitted. Always allow enough space to properly and safely perform the chosen maneuvers. Perform all maneuvers so as to avoid contact with instructors, bystanders, or other users, and to avoid going outside the perimeter of this mat. Inspect the mat prior to and after any use. Inspect the mat for damage, defects or wears, including tears and flattening of the energy absorbing materials. Additionally mat protection may vary according to room temperature and age. Damaged products should be repaired or replaced immediately. If in doubt, do not use this product. Mats can move during use. Before each use always check the mat for proper positioning and ensure mat is safely secured together. Read the owner manual before initial use. Know your own limitations and the limitations of this product. Follow progressive learning techniques and always consult an instructor. Frequently clean mats using Dollamur mat cleaning products or other disinfectants to prevent skin infections. DO NOT USE BLEACH.",https://dollamur.com/media/catalog/product/cache/20d77f4203a9d396b5dc076579dc6aac/1/1/114sreda10x10c_a.jpg,"Train and improve your skills at home or on-the-go with a lightweight, easy handling FLEXI-Roll® mat. Dollamur FLEXI-Roll® Wrestling Mat has the same great performance, high quality sports foam, and durable smooth anti-microbial vinyl surface as the mats you compete on. Convenient 10x10 size with an 8' circle and start marks for easy drills. NOTE: Product consists of 2 - 5' x 10' mats side-by-side and includes one roll of Clear 3"" Mat Tape. Dollamur is the Official Mat of USA Wrestling"
1624745052-92,https://dollamur.com/wrestling-store.html,"Mat Repair Kit - Smooth, Tatami, Woodgrain Vinyl",https://dollamur.com/mat-repair-kit-smooth-tatami-woodgrain-vinyl.html,"Mat Repair Kit - Smooth, Tatami, Woodgrain Vinyl",REPKIT,null,$109.99 ,,Dark Green,"Repair rips and tears in your smooth, tatami or woodgrain vinyl mats with the Dollamur Mat Repair Kit. Kit includes: • VLP adhesive • Alcohol wipes • Small roller • Vinyl Tape Patch - 12 inch length Instructions are included in the package.","Dollamur Limited Warranty - Revised 12/2017 Dollamur Sport Surfaces (“Dollamur”) offers a limited warranty on all of its products (“Dollamur Warranty”). The Dollamur Warranty period for each type of product is as follows: Dollamur Product Type Custom Vinyl Sports Mats - 5-Year Limited Warranty 100% repair or replacement in years 1, 2, 3  50% repair or replacement in year 4 25% repair or replacement in year 5 Swain Martial Arts Mats - 10-Year Limited Warranty 100% replacement in years 1, 2, 3  50% replacement in year 4 40% replacement in year 5 30% replacement in year 6 20% replacement in year 7 10% replacement in years 8, 9, 10 GymTurf Indoor Sports Turf - 3-Year Limited Warranty 100% repair or replacement in year 1 66.7% repair or replacement in year 2 33.3% repair or replacement in year 3 Carpet-bonded Sports Mats - 3-Year Limited Warranty; 100% repair or replacement Home Sports Mats - 1-Year Limited Warranty; 100% repair or replacement All Other Products - 1-Year Limited Warranty; 100% repair or replacement Dollamur warrants that its products will be free from defects in materials or workmanship with proper installation and normal use and care for the warranty period stated above. Dollamur has the option to repair or replace a mat during the warranty period. Dollamur reserves the right to determine if a defect is caused by workmanship, material, or some other reason. The determination of repair or replace will be the sole responsibility of Dollamur. The Dollamur Warranty is only valid if: The mat was received and installed in full accordance with the Care & Handling Manual provided with the mat delivery and available online at www.dollamur.com; The mat has been subjected to normal use for which the mat was intended, and the mat has been cared-for on a regular basis per the Care & Handling Manual instructions;  The mat has not been subjected to vandalism, misuse, neglect, accident, extended improper storage, nor has the mat been altered in any way. The Dollamur Warranty is subject to normal wear and tear of the mat with normal use. The Warranty does not cover any cosmetic changes to the mat, such as scuff marks, denting or compression from handling or storage, and any fading or marring of the mat. Return and replacement freight of any valid warranty claim is covered as follows: Dollamur will pay 100% of the return and/or replacement freight if the valid warranty claim is made during the first year after the mat was purchased; Dollamur will pay 50% of the return and/or replacement freight if the valid warranty claim is made during the second or third years after the mat was purchased; The customer is responsible for paying all return and/or replacement freight after the third year following the date the mat was purchased. Dollamur reserves the exclusive right to consider all warranty claims submitted by its customers and to make warranty claim decisions on a case-by-case basis in the sole discretion of the company.","Warning We urge you to carefully read and consider the product safety warning section that follows. It is included to increase your awareness of the precautions that must be enforced in your home, gym or sports facility to reduce the possibility of injury. Any activity involving motion, height, speed, rotation, and/or physical contact creates the possibility of serious injury, including paralysis and even death from landing or falling on the neck, head, back or other parts of the body. This mat DOES NOT eliminate this hazard. Users assume a risk of serious injury in using this product. Users should strictly adhere to the following guidelines at all times: Use this mat ONLY with proper training and under the supervision of a qualified instructor. Use of this mat without proper supervision, proper training, proper spotting equipment and/or trained spotters can be DANGEROUS and SHOULD NOT be undertaken or permitted. Always allow enough space to properly and safely perform the chosen maneuvers. Perform all maneuvers so as to avoid contact with instructors, bystanders, or other users, and to avoid going outside the perimeter of this mat. Inspect the mat prior to and after any use. Inspect the mat for damage, defects or wears, including tears and flattening of the energy absorbing materials. Additionally mat protection may vary according to room temperature and age. Damaged products should be repaired or replaced immediately. If in doubt, do not use this product. Mats can move during use. Before each use always check the mat for proper positioning and ensure mat is safely secured together. Read the owner manual before initial use. Know your own limitations and the limitations of this product. Follow progressive learning techniques and always consult an instructor. Frequently clean mats using Dollamur mat cleaning products or other disinfectants to prevent skin infections. DO NOT USE BLEACH.",https://dollamur.com/media/catalog/product/cache/20d77f4203a9d396b5dc076579dc6aac/b/a/baseimageREPKIT.jpg,"Accidents can happen to any mat.  Now you can repair small holes and tears in your smooth, tatami or woodgrain vinyl mats with the convenient and easy-to-use Dollamur Mat Repair Kit. Available in all vinyl mat colors. Instructions are included in the package for easy use."
1624745072-129,https://dollamur.com/wrestling-store.html,FLEXI-Connect® Home Wrestling Mat - No Marks 10x10,https://dollamur.com/flexi-connectr-home-wrestling-mat-no-marks-10x10.html,FLEXI-Connect® Home Wrestling Mat - No Marks 10x10,114Sccc10X10FC,null,$109.99 ,,Red,"Dimensions: 10' x 10' with 1 - 1/4"" thicknessDollamur mats are lead, BPA, and phthalate free.  A great mat for drills and home practice.  Lightweight, easy handling FLEXI-Connect® mat - Now you can have your very own fitness training mat at home for training and practice usage. The Dollamur FLEXI-Connect 10' x 10' x 1.25""(3m x3m x3cm) has the same great performance, high quality sports foam, and durable vinyl surface as the mats you compete on.  The FLEXI-Roll feature makes use and storage easy and the FLEXI-Connect feature eliminates the need for tape or tools! Just unroll anywhere and you have your own training area. Roll the mat up and each section is less than 17"" (43cm) in diameter, only 60"" (1.52m) tall and weigh 20 lbs (9kg) each. (2 rolls) This product comes with Free Shipping to all Continental 48 states and a one - year warranty.","Dollamur Limited Warranty - Revised 12/2017 Dollamur Sport Surfaces (“Dollamur”) offers a limited warranty on all of its products (“Dollamur Warranty”). The Dollamur Warranty period for each type of product is as follows: Dollamur Product Type Custom Vinyl Sports Mats - 5-Year Limited Warranty 100% repair or replacement in years 1, 2, 3  50% repair or replacement in year 4 25% repair or replacement in year 5 Swain Martial Arts Mats - 10-Year Limited Warranty 100% replacement in years 1, 2, 3  50% replacement in year 4 40% replacement in year 5 30% replacement in year 6 20% replacement in year 7 10% replacement in years 8, 9, 10 GymTurf Indoor Sports Turf - 3-Year Limited Warranty 100% repair or replacement in year 1 66.7% repair or replacement in year 2 33.3% repair or replacement in year 3 Carpet-bonded Sports Mats - 3-Year Limited Warranty; 100% repair or replacement Home Sports Mats - 1-Year Limited Warranty; 100% repair or replacement All Other Products - 1-Year Limited Warranty; 100% repair or replacement Dollamur warrants that its products will be free from defects in materials or workmanship with proper installation and normal use and care for the warranty period stated above. Dollamur has the option to repair or replace a mat during the warranty period. Dollamur reserves the right to determine if a defect is caused by workmanship, material, or some other reason. The determination of repair or replace will be the sole responsibility of Dollamur. The Dollamur Warranty is only valid if: The mat was received and installed in full accordance with the Care & Handling Manual provided with the mat delivery and available online at www.dollamur.com; The mat has been subjected to normal use for which the mat was intended, and the mat has been cared-for on a regular basis per the Care & Handling Manual instructions;  The mat has not been subjected to vandalism, misuse, neglect, accident, extended improper storage, nor has the mat been altered in any way. The Dollamur Warranty is subject to normal wear and tear of the mat with normal use. The Warranty does not cover any cosmetic changes to the mat, such as scuff marks, denting or compression from handling or storage, and any fading or marring of the mat. Return and replacement freight of any valid warranty claim is covered as follows: Dollamur will pay 100% of the return and/or replacement freight if the valid warranty claim is made during the first year after the mat was purchased; Dollamur will pay 50% of the return and/or replacement freight if the valid warranty claim is made during the second or third years after the mat was purchased; The customer is responsible for paying all return and/or replacement freight after the third year following the date the mat was purchased. Dollamur reserves the exclusive right to consider all warranty claims submitted by its customers and to make warranty claim decisions on a case-by-case basis in the sole discretion of the company.","Warning We urge you to carefully read and consider the product safety warning section that follows. It is included to increase your awareness of the precautions that must be enforced in your home, gym or sports facility to reduce the possibility of injury. Any activity involving motion, height, speed, rotation, and/or physical contact creates the possibility of serious injury, including paralysis and even death from landing or falling on the neck, head, back or other parts of the body. This mat DOES NOT eliminate this hazard. Users assume a risk of serious injury in using this product. Users should strictly adhere to the following guidelines at all times: Use this mat ONLY with proper training and under the supervision of a qualified instructor. Use of this mat without proper supervision, proper training, proper spotting equipment and/or trained spotters can be DANGEROUS and SHOULD NOT be undertaken or permitted. Always allow enough space to properly and safely perform the chosen maneuvers. Perform all maneuvers so as to avoid contact with instructors, bystanders, or other users, and to avoid going outside the perimeter of this mat. Inspect the mat prior to and after any use. Inspect the mat for damage, defects or wears, including tears and flattening of the energy absorbing materials. Additionally mat protection may vary according to room temperature and age. Damaged products should be repaired or replaced immediately. If in doubt, do not use this product. Mats can move during use. Before each use always check the mat for proper positioning and ensure mat is safely secured together. Read the owner manual before initial use. Know your own limitations and the limitations of this product. Follow progressive learning techniques and always consult an instructor. Frequently clean mats using Dollamur mat cleaning products or other disinfectants to prevent skin infections. DO NOT USE BLEACH.",https://dollamur.com/media/catalog/product/cache/20d77f4203a9d396b5dc076579dc6aac/1/1/114slgra10x10fc_2.jpg,"Need some space? Work on your endurance and drills at home with the Dollamur FLEXI-Connect 10' x 10' home wrestling mat.  Made with the same high-performance and quality foam and vinyl as the mats you compete on. Dollamur's patented FLEXI-Connect system eliminates the need for mat tape and keeps the time required for set up and break down to a minimum, leaving ample time for grappling. Note: Dollamur mats are manufactured for indoor use only. White and other light-colored mats may show dirt easily if not cleaned regularly. To maintain the appearance of your mat, clean all shoes, hands and feet before use and clean the mat regularly after use. 10’ x 10’ mat consists of two sections measuring 5’ wide x 10’ long with built-in hook and loop connection. This product comes with Free Shipping to all Continental 48 states and a 1 - year warranty."
